rowId,code,_name,_address1,_address2,_address3,_postalCode,types,name,formattedAddress,postalCode,latitude,longitude,score
1672,0011i000001xnLT,Union Medical Clinic & Surgery,152 Serangoon North Ave 1,#01-330,#01-330,550152,"[""establishment"",""health"",""point_of_interest""]",Union Medical Clinic & Surgery,"152 Serangoon North Ave 1, Singapore 550152",550152,1.3693403,103.8724331,0.0
1673,0011i000001xmbu,Serangoon North Clinic & Surgery,Blk 153 Serangoon North Ave 1,#01-548,#01-548,550153,"[""establishment"",""health"",""point_of_interest""]",W P Sim Family Clinic & Surgery,"153 Serangoon North Ave 1, Singapore 550153",550153,1.3699415,103.8718523,0.0
1674,0011i000001xn8O,The Healer Medical Pte Ltd,Blk 154 Serangoon North Ave 1,#01-452,#01-452,550154,"[""establishment"",""health"",""point_of_interest""]",The Healer Clinic + Surgery ( å’Œä¹�åŒ»è�¯ä¸Žç¾Žç–—ä¸­å¿ƒ ),"#01-452 Serangoon North Ave 1, Blk 154, Singapore 550154",550154,1.3698214,103.8733041,0.0
1675,0011i000001xn9N,Milford Medical Group,237 Serangoon Ave 3,#01-116,#01-116,550237,"[""establishment"",""health"",""point_of_interest""]",Milford Medical Group,"237 Serangoon Ave 3, #01-116, Singapore 550237",550237,1.3536929,103.8700347,0.0
1676,0011i000001xn8U,6-10 Clinic & Surgery,Blk 253 Serangoon Central Drive,#01-187,#01-187,550253,"[""establishment"",""health"",""point_of_interest""]",6-10 Clinic & Surgery,"777 Upper Serangoon Rd, Singapore 534645",534645,1.3548717,103.878825,1.0
1677,0011i000001xncC,6-10 Clinic & SUrgery,253 Serangoon Central Drive,#01-187,#01-187,550253,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Affinity Medical Clinic,"Serangoon Central Dr, #01-187 Blk 253, Singapore 550253",550253,1.3544137,103.8706953,0.0
1678,0011i000001xmjW,Medihealth Clinic & Surgery,Blk 261 Serangoon Central Drive,#01-33,#01-33,550261,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Q & M Medical Clinic (Serangoon Central),"Blk 261 Serangoon Central Dr, #01-29, Singapore 550261",550261,1.3543894,103.8726395,0.0
1679,0011i000001xmlA,Q&M Medical Group,Blk 262 Serangoon Central Drive,#01-115,#01-115,550262,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Q & M Medical Clinic (Serangoon Central),"Blk 261 Serangoon Central Dr, #01-29, Singapore 550261",550261,1.3543894,103.8726395,1.0
1680,0011i000001xnQR,Silver Cross Family Clinic,Blk 262 Serangoon Central Drive,#01-109,#01-109,550262,"[""establishment"",""health"",""point_of_interest""]",Silver Cross Family Clinic,"01-109, 262 Serangoon Central Dr, Singapore 550262",550262,1.3533782,103.8724216,0.0
1681,0011i000001xmgg,Serangoon Garden Clinic & Dispensary,263 Serangoon Central Drive,#01-51,#01-51,550263,"[""establishment"",""health"",""point_of_interest""]",Serangoon Garden Clinic & Dispensary,"263 Serangoon Central Dr #01-51 Singapore 550263 Serangoon Central Dr, Singapore 550263",550263,1.3542138,103.8719522,0.0
1682,0011i000001xnTL,Garden Clinic,Blk 304 Serangoon Ave 2,#01-04,#01-04,550304,"[""establishment"",""health"",""point_of_interest""]",Garden Clinic,"304 Serangoon Ave 2, Singapore 550304",550304,1.3536112,103.8677413,0.0
1683,0011i000001xnV6,326 Avenue 3 Clinic,Blk 326 Serangoon Ave 3,#01-382,#01-382,550326,"[""establishment"",""health"",""point_of_interest""]",326 Avenue 3 Clinic,"326 Serangoon Ave 3, Singapore 550326",550326,1.3503829,103.86899,0.0
1684,0011i000001xnXy,Tay Family Clinic,326 Serangoon Ave 3,#01-376,#01-376,550326,"[""establishment"",""health"",""point_of_interest""]",Tay Family Clinic,"326 Serangoon Ave 3, #01-376, Singapore 550326",550326,1.3501953,103.8689337,0.0
1685,0011i000001xnNM,King's Medical Clinic,59A Serangoon Garden Way,,,555955,"[""establishment"",""health"",""point_of_interest""]",Kings Medical Clinic,"59A Serangoon Garden Way, Singapore 555955",555955,1.3638038,103.8662346,0.0
1686,0011i000001xnW2,S G Clinic Family Practice,84 Serangoon Garden Way,,,555980,"[""doctor"",""establishment"",""health"",""point_of_interest""]",S G Clinic Family Practice,"84 Serangoon Garden Way, Singapore 555980",555980,1.3642947,103.8648981,0.0
1687,0011i000001xncJ,K N Lau Clinic,6 Kensington Park Road,Off Serangoon Garden Estate,Off Serangoon Garden Estate,557258,"[""doctor"",""establishment"",""health"",""point_of_interest""]",K N Lau Clinic,"7 Kensington Park Rd, Singapore 557259",557259,1.364821,103.8661271,1.0
1688,0011i000001xnVG,Kensington Family Clinic,14D Kensington Park Road,,,557265,"[""establishment"",""health"",""point_of_interest""]",Kensington Family Clinic,"14D Kensington Park Rd, Singapore 557265",557265,1.365308,103.866196,0.0
1689,0011i000001xmwV,Kensington Family Clinic,14D Kensington Park Road,,,557265,"[""establishment"",""health"",""point_of_interest""]",Kensington Family Clinic,"14D Kensington Park Rd, Singapore 557265",557265,1.365308,103.866196,0.0
1690,0011i000001xnNr,Mediline Wei Min Clinic,14 Kensington Park Road,,,557265,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Mediline Wei Min Clinic,"14 Kensington Park Rd, Singapore 557265",557265,1.365158,103.866153,0.0
1691,0011i000001xmh6,Mediline Wei Min Clinic,14 Kensington Park Road,,,557265,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Mediline Wei Min Clinic,"14 Kensington Park Rd, Singapore 557265",557265,1.365158,103.866153,0.0
1692,0011i000001xmfp,Ee Clinic,128 Ang Mo Kio Avenue 3,#01-1859,#01-1859,560128,"[""establishment"",""health"",""point_of_interest""]",Ee Clinic,"128 Ang Mo Kio Avenue 3, 01-1859, Singapore 560128",560128,1.3708109,103.8436139,0.0
1693,0011i000001xn9d,Joyspring Family Clinic,Blk 133 Ang Mo Kio Ave 3,#01-1643,#01-1643,560133,"[""establishment"",""health"",""point_of_interest""]",Joyspring Family Clinic,"Blk133 Ang Mo Kio Ave 3, #01-1643, Singapore 560133",560133,1.371135,103.842662,0.0
1694,0011i000001xmjG,Ang Mo Kio Medical Centre,Block 157 Ang Mo Kio Avenue 4,#01-558,#01-558,560157,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Ang Mo Kio Medical Centre,"157 Ang Mo Kio Ave 4, Singapore 560157",560157,1.375193,103.839665,0.0
1695,0011i000001xmyq,Ang Mo Kio Medical Centre,Blk 157 Ang Mo Kio Ave 4,#01-558,#01-558,560157,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Ang Mo Kio Medical Centre,"157 Ang Mo Kio Ave 4, Singapore 560157",560157,1.375193,103.839665,0.0
1696,0011i000001xmjG,Ang Mo Kio Medical Centre,Blk 157 Ang Mo Kio Ave 4,#01-358,#01-358,560157,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Ang Mo Kio Medical Centre,"157 Ang Mo Kio Ave 4, Singapore 560157",560157,1.375193,103.839665,0.0
1697,0011i000001xnd9,Frontier Health Care,163 Ang Mo Kio Avenue 4,#01-426,#01-426,560163,"[""establishment"",""health"",""point_of_interest""]",Frontier Medical Associates,"163 Ang Mo Kio Ave 4, #01-426, Singapore 560163",560163,1.3739465,103.8379045,0.0
1698,0011i000001xnN5,Frontier Medical Associates,Blk 163 Ang Mo Kio Ave 4,#01-426,#01-426,560163,"[""establishment"",""health"",""point_of_interest""]",Frontier Medical Associates,"163 Ang Mo Kio Ave 4, #01-426, Singapore 560163",560163,1.3739465,103.8379045,0.0
1699,0011i000001xnc0,Ang Mo Kio Clinic,202 Ang Mo Kio Avenue 3,#01-1676,#01-1676,560202,"[""doctor"",""establishment"",""health"",""hospital"",""physiotherapist"",""point_of_interest"",""spa""]",Clarion Medical Clinic - Ang Mo Kio,"Ang Mo Kio Ave 3, #01-1676 Block 202, Singapore 560202",560202,1.3684602,103.8445869,0.0
1700,0011i000001xnWt,Yap Family Clinic & Surgery,Blk 232 Ang Mo Kio Avenue 3,#01-1208,#01-1208,560232,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Yap Family Clinic & Surgery,"232 Ang Mo Kio Ave 3, #01-1208, Singapore 560232",560232,1.3683329,103.8372176,0.0
1701,0011i000001xnJi,Healthway Medical Clinic (My Family Doctor),Blk 330 Ang Mo Kio Ave 1,#01-1803,#01-1803,560330,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 1),"330 Ang Mo Kio Ave 1, #01-1803, Singapore 560330",560330,1.3626751,103.850701,0.0
1702,0011i000001xnD7,Healthpath Medical Clinic & Surgery,Blk 338  Ang Mo Kio Ave 1,#01-1651,#01-1651,560338,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Healthpath Medical Clinic & Surgery,"338 Ang Mo Kio Ave 1, #01-1651, Singapore 560338",560338,1.3634967,103.8487135,0.0
1703,0011i000001xmjX,Sia & Yeo Family Clinic,Blk 407 Ang Mo Kio Avenue 10,#01-749,#01-749,560407,"[""establishment"",""health"",""point_of_interest""]",Sia & Yeo Family Clinic Pte Ltd,"407 Ang Mo Kio Ave 10, Singapore 560407",560407,1.3620881,103.8555802,0.0
1704,0011i000001xn9G,Great Health Medical Clinic,Blk 407 Ang Mo Kio Ave 10,#01-749,#01-749,560407,"[""establishment"",""health"",""point_of_interest""]",Great Health Medical Clinic,"407 Ang Mo Kio Ave 10, Singapore 560407",560407,1.3618695,103.8554808,0.0
1705,0011i000001xnKp,Sia & Yeo Family Clinic,Blk 407 Ang Mo Kio Avenue 10,#01-749,#01-749,560407,"[""establishment"",""health"",""point_of_interest""]",Sia & Yeo Family Clinic Pte Ltd,"407 Ang Mo Kio Ave 10, Singapore 560407",560407,1.3620881,103.8555802,0.0
1706,0011i000001xnYm,HK Family Clinic & Surgery,410 Ang Mo Kio Avenue 10,#01-817,#01-817,560410,"[""establishment"",""health"",""point_of_interest""]",HK Family Clinic & Surgery,"410 Ang Mo Kio Ave 10, #01-817, Singapore 560410",560410,1.3630874,103.8551072,0.0
1707,0011i000001xnYn,HK Family Clinic And Surgery,Blk 410 Ang Mo Kio Ave 10,#01-817,#01-817,560410,"[""establishment"",""health"",""point_of_interest""]",HK Family Clinic & Surgery,"410 Ang Mo Kio Ave 10, #01-817, Singapore 560410",560410,1.3630874,103.8551072,0.0
1708,0011i000001xmfL,Ki Medical Clinic,Blk 416 Ang Mo Kio Ave 10,#01-975,#01-975,560416,"[""establishment"",""health"",""point_of_interest""]",Ki Medical Clinic,"Ang Mo Kio Ave 10, #01-975 Block 416, Singapore 560416",560416,1.3643302,103.8554217,0.0
1709,0011i000001xmmu,Wong Clinic & Surgery,Blk 416 Ang Mo Kio Ave 10,#01-997,#01-997,560416,"[""establishment"",""health"",""point_of_interest""]",Appletree Medical (Lady Doctor) (Formerly Wong Clinic & Surgery),"Ang Mo Kio Ave 10, #01-997 Block 416, Singapore 560416",560416,1.3644741,103.8550567,0.0
1710,0011i000001xn8x,Meenara Clinic,Block 422 Ang Mo Kio Avenue 3,#01-2536,#01-2536,560422,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Meenara Clinic,"422 Ang Mo Kio Ave 3, #01-2536, Singapore 560422",560422,1.3679351,103.8517169,0.0
1711,0011i000001xn23,Cheng Clinic,447 Ang Mo Kio Avenue 10,#01-1677,#01-1677,560447,"[""establishment"",""health"",""point_of_interest""]",Cheng Clinic,"447 Ang Mo Kio Ave 10, Singapore 560447",560447,1.3675144,103.8559103,0.0
1712,0011i000001xnRV,MHC Family Clinic,Blk 452 Ang Mo Kio Ave 10,#01-1789,#01-1789,560452,"[""establishment"",""health"",""point_of_interest""]",MHC Family Clinic,"452 Ang Mo Kio Ave 10, #01-1789, Singapore 560452",560452,1.3688518,103.8564439,0.0
1713,0011i000001xmq4,Peace Family Clinic & Surgery,Blk 452 Ang Mo Kio Ave 8,#01-1787,#01-1787,560452,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 10),"452 Ang Mo Kio Ave 10, #01-1787, Singapore 560452",560452,1.368902,103.85612,0.0
1714,0011i000001xnAo,Peace Family Clinic & Surgery,Blk 452 Ang Mo Kio Avenue 10,#01-1787,#01-1787,560452,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 10),"452 Ang Mo Kio Ave 10, #01-1787, Singapore 560452",560452,1.368902,103.85612,0.0
1715,0011i000001xn27,Peace Family Clinic & Surgery,Blk 452 Ang Mo Kio Ave 8,#01-1787,#01-1787,560452,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 10),"452 Ang Mo Kio Ave 10, #01-1787, Singapore 560452",560452,1.368902,103.85612,0.0
1716,0011i000001xmpd,Peace Family Clinic & Surgery,Blk 452 Ang Mo Kio Ave 10,#01-1787,#01-1787,560452,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 10),"452 Ang Mo Kio Ave 10, #01-1787, Singapore 560452",560452,1.368902,103.85612,0.0
1717,0011i000001xmlu,Silver Cross Healthcare Pte Ltd,Blk 452 Ang Mo Kio Ave 8,#01-1787,#01-1787,560452,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 10),"452 Ang Mo Kio Ave 10, #01-1787, Singapore 560452",560452,1.368902,103.85612,0.0
1718,0011i00000ufvHu,Intemedical 24Hr Clinic (Ang Mo Kio),Intemedical 24Hr Clinic (Ang Mo Kio),"525 ANG MO KIO AVENUE 10, #01-2407, Cheng San Centre","525 ANG MO KIO AVENUE 10, #01-2407, Cheng San Centre",560525,"[""establishment"",""health"",""point_of_interest""]",Intemedical 24 Hr Clinic (Member of DA Clinic Group),"525 Ang Mo Kio Ave 10, #01-2407, Singapore 560525",560525,1.3728203,103.8539128,0.0
1719,0011i000001xnTS,Chua Medico Clinic,Blk 529 Ang Mo Kio Ave 10,#01-2323,#01-2323,560529,"[""establishment"",""health"",""point_of_interest""]",Chua Medico Clinic LLP,"529 Ang Mo Kio Ave 10, Singapore 560529",560529,1.372341,103.8549885,0.0
1720,0011i000001xnE2,Atrio Family Clinic,Blk 532 Ang Mo Kio Ave 10,#01-2461,#01-2461,560532,"[""establishment"",""health"",""point_of_interest""]",Atrio Family Clinic (AMK) Pte Ltd,"532 Ang Mo Kio Ave 10, #01-2461, Singapore 560532",560532,1.3739174,103.855121,0.0
1721,0011i000001xnDy,Atrio Family Clinic,Blk 532 Ang Mo Kio Ave 10,#01-2461,#01-2461,560532,"[""establishment"",""health"",""point_of_interest""]",Atrio Family Clinic (AMK) Pte Ltd,"532 Ang Mo Kio Ave 10, #01-2461, Singapore 560532",560532,1.3739174,103.855121,0.0
1722,0011i000001xmh7,Well Family Clinic & Surgery,Blk 555 Ang Mo Kio Ave 10,#01-1948,#01-1948,560555,"[""establishment"",""health"",""point_of_interest""]",Well Family Clinic & Surgery,"555 Ang Mo Kio Ave 10, Singapore 560555",560555,1.3710656,103.8570242,0.0
1723,0011i000001xmc2,Grace Clinic,Blk 607 Ang Mo Kio Ave 4,#01-1295,#01-1295,560607,"[""establishment"",""health"",""point_of_interest""]",Grace Clinic and Surgery,"607 Ang Mo Kio Ave 4, Singapore 560607",560607,1.380407,103.8388664,0.0
1724,0011i000001xnDh,Family Care Clinic & Surgery,Blk 608 Ang Mo Kio Ave 5,#01-2785,#01-2785,560608,"[""establishment"",""health"",""point_of_interest""]",Family Care Clinic & Surgery,"608 Ang Mo Kio Ave 5, Singapore 560608",560608,1.3786632,103.8369544,0.0
1725,0011i000001xmyL,Eterna Medical Clinic,Blk 629 ANg Mo Kio Ave 4,#01-994,#01-994,560629,"[""establishment"",""health"",""point_of_interest""]",Eterna Medical Clinic,"629 Ang Mo Kio Ave 4, #01-994, Singapore 560629",560629,1.3803505,103.8406565,0.0
1726,0011i000001xmdT,Tan Medicare Clinic Pte Ltd,629 Ang Mo Kio Ave 4,#01-986,#01-986,560629,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Tan Medicare Clinic Pte Ltd,"629 Ang Mo Kio Ave 4, #01-986, Singapore 560629",560629,1.3805702,103.8406548,0.0
1727,0011i000001xmrt,632 Ang Mo Kio Avenue 4,#01-956,Summit Medical Clinic,Summit Medical Clinic,560632,"[""establishment"",""health"",""point_of_interest""]",Summit Medical Clinic,"632 Ang Mo Kio Ave 4, #01-956, 560632, Singapore 560632",560632,1.379964,103.8413704,0.0
1728,0011i000001xnCP,G.S. Clinic & Surgery Pte Ltd,Blk 632 Ang Mo Kio Ave 4,#01-960,#01-960,560632,"[""establishment"",""health"",""point_of_interest""]",GS Clinic and Surgery,"Block 632 HDB, 632 Ang Mo Kio Ave 4, Singapore 560632",560632,1.3799826,103.8414166,0.0
1729,0011i000001xnY4,Summit Medical Clinic,Blk 632 Ang Mo Kio Ave 4,#01-956,#01-956,560632,"[""establishment"",""health"",""point_of_interest""]",Summit Medical Clinic,"632 Ang Mo Kio Ave 4, #01-956, 560632, Singapore 560632",560632,1.379964,103.8413704,0.0
1730,0011i000001xnFW,Yio Chu Kang MRT Clinic Pte Ltd,Blk 635 Ang Mo Kio Ave 6,#01-5125,#01-5125,560635,"[""establishment"",""health"",""point_of_interest""]",Yio Chu Kang MRT Clinic,"635 Ang Mo Kio Ave 6, #01-5125, Singapore 560635",560635,1.3807326,103.8420933,0.0
1731,0011i000001xndD,One Doctors Family Clinic,710 Ang Mo Kio Ave 8,#01-2613,#01-2613,560710,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",OneDoctors Family Clinic (AMK),"710 Ang Mo Kio Ave 8, #01-2613, Singapore 560710",560710,1.371161,103.848263,0.0
1732,0011i000002Id6x,OneDoctors Family Clinic,8Blk 710 Ang Mo Kio Ave,#01-2613,#01-2613,560710,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",OneDoctors Family Clinic (AMK),"710 Ang Mo Kio Ave 8, #01-2613, Singapore 560710",560710,1.371161,103.848263,0.0
1733,0011i000001xnDK,Life Clinic,Blk 713 Ang Mo Kio Ave 6,#01-4052,#01-4052,560713,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Life Family Clinic,"Blk 713 Ang Mo Kio ave 6, unit 01-4052, Singapore 560713",560713,1.3714829,103.8466916,0.0
1734,0011i000001xnDN,Life Clinic,Blk 713 Ang Mo Kio Ave 6,#01-4052,#01-4052,560713,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Life Family Clinic,"Blk 713 Ang Mo Kio ave 6, unit 01-4052, Singapore 560713",560713,1.3714829,103.8466916,0.0
1735,0011i000001xnBt,Life Family Clinic,Blk 713 Ang Mo Kio Ave 6,#01-4052,#01-4052,560713,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Life Family Clinic,"Blk 713 Ang Mo Kio ave 6, unit 01-4052, Singapore 560713",560713,1.3714829,103.8466916,0.0
1736,0011i000001xn8Q,Family Medicare Clinic & Surgery,Block 721 Ang Mo Kio Avenue 8,#01-2815,#01-2815,560721,"[""establishment"",""health"",""point_of_interest""]",Family Medicare Clinic & Surgery,"721 Ang Mo Kio Ave 8, #01-2815, Singapore 560721",560721,1.3723643,103.8479924,0.0
1737,0011i000001xmgp,Healthway AMK Clinic,Blk 721 Ang Mo Kio Ave 8,#01-2801,#01-2801,560721,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 8),"721 Ang Mo Kio Ave 8, #01-2801, Singapore 560721",560721,1.3720477,103.8480078,0.0
1738,0011i000001xnNS,Healthway AMK Clinic,Blk 721 Ang Mo Kio Ave 8,#01-2801,#01-2801,560721,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 8),"721 Ang Mo Kio Ave 8, #01-2801, Singapore 560721",560721,1.3720477,103.8480078,0.0
1739,0011i000001xmb1,Healthway Medical Group,Blk 721 Ang Mo Kio Ave 8,#01-2801,#01-2801,560721,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 8),"721 Ang Mo Kio Ave 8, #01-2801, Singapore 560721",560721,1.3720477,103.8480078,0.0
1740,0011i000001xmlq,Women's Clinic of Singapore,Blk 721 Ang Mo Kio Ave 8,#01-2813,#01-2813,560721,"[""establishment"",""health"",""point_of_interest""]",Women's Clinic of Singapore,"Ang Mo Kio Ave 8, #01-2813 Blk 721, Singapore 560721",560721,1.3724021,103.8479852,0.0
1741,0011i000001xnVg,Ang Mo Kio Polyclinic,Blk 723 Ang Mo Kio Avenue 8,#$01-4136,#$01-4136,560723,"[""establishment"",""health"",""point_of_interest""]",NHGP Ang Mo Kio Polyclinic,"21 Ang Mo Kio Central 2, Singapore 569666",569666,1.3743816,103.8457668,1.0
1742,0011i000001xn08,Ang Mo Kio Polyclinic,Blk 723 Ang Mo Kio Ave 8,#01-4136,#01-4136,560723,"[""establishment"",""health"",""point_of_interest""]",NHGP Ang Mo Kio Polyclinic,"21 Ang Mo Kio Central 2, Singapore 569666",569666,1.3743816,103.8457668,1.0
1743,0011i000001xnIh,Ang Mo Kio Polyclinic,Blk 723 Ang Mo Kio Ave 8,#01-4136,#01-4136,560723,"[""establishment"",""health"",""point_of_interest""]",NHGP Ang Mo Kio Polyclinic,"21 Ang Mo Kio Central 2, Singapore 569666",569666,1.3743816,103.8457668,1.0
1744,0011i000001xnKW,Ang Mo Kio Polyclinic,Blk 723 Ang Mo Kio Ave 8,#01-4136,#01-4136,560723,"[""establishment"",""health"",""point_of_interest""]",NHGP Ang Mo Kio Polyclinic,"21 Ang Mo Kio Central 2, Singapore 569666",569666,1.3743816,103.8457668,1.0
1745,0011i000001xnIt,Ang Mo Kio Polyclinic,Blk 723 Ang Mo Kio Ave 8,#01-4136,#01-4136,560723,"[""establishment"",""health"",""point_of_interest""]",NHGP Ang Mo Kio Polyclinic,"21 Ang Mo Kio Central 2, Singapore 569666",569666,1.3743816,103.8457668,1.0
1746,0011i000001xnZK,Theresa Women's Clinic,726 Ang Mo Kio Ave 6,#01-4160,#01-4160,560726,"[""establishment"",""health"",""point_of_interest""]",Theresa Women's Clinic,"726 Ang Mo Kio Ave 6, Singapore 560726",560726,1.3727923,103.8463228,0.0
1747,0011i000001xmkQ,Shenton Family Clinic,Blk 728 Ang Mo Kio Ave 6,#01-4208,#01-4208,560728,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Shenton Family Medical Clinic - Ang Mo Kio,"Ang Mo Kio Ave 6, #01-4208 Blk 728, Singapore 560728",560728,1.372457,103.8456735,0.0
1748,0011i000001xnGj,Shenton Family Medical Clinic (AMK),Blk 728 Ang Mo Kio Ave 6,,,560728,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Shenton Family Medical Clinic - Ang Mo Kio,"Ang Mo Kio Ave 6, #01-4208 Blk 728, Singapore 560728",560728,1.372457,103.8456735,0.0
1749,0011i000001xmqn,S.Y. Ng Clinic,Block 226A Ang Mo Kio Avenue 1,#01-631,#01-631,561226,"[""doctor"",""establishment"",""health"",""point_of_interest""]",S Y Ng Clinic,"226A Ang Mo Kio Ave 1, Singapore 561226",561226,1.3675169,103.8393259,0.0
1750,0011i000001xmpj,Family Health Medical Centre,Blk 226G Ang Mo Kio Ave 1,#01-681,#01-681,567226,"[""establishment"",""health"",""point_of_interest""]",Family Health Medical Centre,"226G Ang Mo Kio Ave 1, #01-681, Singapore 567226",567226,1.366817,103.8398471,0.0
1751,0011i000001xnPv,Ang Mo Kio Hospital,Ang Mo Kio Ave 9,,,569766,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Ang Mo Kio-Thye Hua Kwan Hospital,"17 Ang Mo Kio Ave 9, Singapore 569766",569766,1.383513,103.8402041,0.0
1752,0011i000001xnZ3,Ang Mo Kio Hospital,Ang Mo Kio Ave 9,,,569766,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Ang Mo Kio-Thye Hua Kwan Hospital,"17 Ang Mo Kio Ave 9, Singapore 569766",569766,1.383513,103.8402041,0.0
1753,0011i000001xnZD,Department of Pharmacology,Ang Mo Kio Ave 9,Ang Mo Kio Hospital,Ang Mo Kio Hospital,569766,"[""establishment"",""health"",""pharmacy"",""point_of_interest"",""store""]",Ang Mo Kio â€“ Thye Hua Kwan Pharmacy,"17 Ang Mo Kio Ave 9, Thye Hua Kwan Hospital, Singapore 569766",569766,1.3841307,103.8403791,0.0
1754,0011i000001xnAp,The Chungkiaw Family Practice,AMK Thye Hua Kuan Gospital,12 Ang Mo Kio Ave #01-06,12 Ang Mo Kio Ave #01-06,569766,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Ang Mo Kio-Thye Hua Kwan Hospital,"17 Ang Mo Kio Ave 9, Singapore 569766",569766,1.383513,103.8402041,0.0
1755,0011i000001xmp0,TTSH Rehab Services,17 Ang Mo Kio Ave 9,Ang Mo Kio Hospital,Ang Mo Kio Hospital,569766,"[""establishment"",""health"",""point_of_interest""]",TTSH Rehabilitation Centre,"17 Ang Mo Kio Ave 9, Thye Hua Kwan Hospital, Singapore 569766",569766,1.3841906,103.8403893,0.0
1756,0011i000001xnTu,Ang Mo Kio Family Medicine Clinic,4190 Ang Mo Kio Avenue 6,Broadway Plaza #03-01,Broadway Plaza #03-01,569841,"[""establishment"",""health"",""point_of_interest""]",Family Medicine Clinic - Ang Mo Kio,"4190 Ang Mo Kio Ave 6, #03-01 Broadway Plaza, Singapore 569841",569841,1.3719529,103.8459975,0.0
1757,0011i000001xmk7,AMK Family Clinic PTE LTD,51 Ang Mo Kio Ave 3,#01-01Big Mac Centre,#01-01Big Mac Centre,569922,"[""establishment"",""health"",""point_of_interest""]",AMK Family Clinic,"Ang Mo Kio Ave 6, #01-4148 Blk 726, Singapore 560726",560726,1.37279,103.8464666,1.0
1758,0011i000001xmbE,Tan & Yik Clinic & Surgery,Blk 116 Bishan Street 12,#01-36,#01-36,570116,"[""establishment"",""health"",""point_of_interest""]",Tan & Yik Clinic & Surgery,"116 Bishan Street 12, #01-36, Singapore 570116",570116,1.347648,103.8494606,0.0
1759,0011i000001xnX5,Tan & Yik Clinic & Surgery,Blk 116 Bishan Street 12,#01-36,#01-36,570116,"[""establishment"",""health"",""point_of_interest""]",Tan & Yik Clinic & Surgery,"116 Bishan Street 12, #01-36, Singapore 570116",570116,1.347648,103.8494606,0.0
1760,0011i000001xnXu,Bishan Grace Clinic,Block 150 Bishan Street 11,#01-151,#01-151,570150,"[""establishment"",""health"",""point_of_interest""]","Bishan Grace Clinic (Female Doctor MBBS) School Holidays, Clinic Closed 18 & 19 March","150 Bishan Street 11, #01-151, Singapore 570150",570150,1.344518,103.855269,0.0
1761,0011i000001xnLz,Dr Kenneth Loo Family Clinic,Blk 152 Bishan Street 11,#01-215,#01-215,570152,"[""establishment"",""health"",""point_of_interest""]",Kenneth Loo Family Clinic,"152 Bishan Street 11, #01-215, Singapore 570142",570142,1.3457335,103.8544998,1.0
1762,0011i000001xmjE,Tan's T & T Clinic & Surgery,Blk 152 Bishan Street 11,#01-213,#01-213,570152,"[""establishment"",""health"",""point_of_interest""]",Tan's T & T Clinic And Surgery - Dr Ivanna Goh,"152 Bishan Street 11, #01-213, Singapore 570152",570152,1.3455969,103.8544622,0.0
1763,0011i000001xnVC,Agape Clinic,222 Bishan Street 23,#B1-169,#B1-169,570222,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Agape Clinic,"222 Bishan Street 23, #B1-169, Singapore 570222",570222,1.358004,103.8483424,0.0
1764,0011i000001xnC7,Anderson Medical Centre,Blk 283 Bishan Street 22,#01-173,#01-173,570283,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Anderson Medical Centre,"283 Bishan Street 22, #01-173, Singapore 570283",570283,1.3586114,103.8448659,0.0
