shipToCode,name,address1,address2,city,postalCode
202402,REN MEDICAL CLINIC- YISHUN- DR KHAW CHIN CHOON,BLOCK 101 YISHUN AVENUE 5,#01-31,SINGAPORE,760101
202411,LIFECARE FAMILY CLINIC- DR CHOO CHEE HOE,BLOCK 524A JELAPANG RD.,#02-15 GREENRIDGE SHOPPING CTR.,SINGAPORE,671524
202422,VIVIEN @ ROBINSON.PRACTICE,80 ROBINSON RD.,#01-01A,SINGAPORE,068898
202423,LIFELINE PUNGGOL MEDICAL CLINIC,BLOCK 198 PUNGGOL FIELD,#02-03,SINGAPORE,820198
202425,MY HEALTH PARTNERS MEDICAL CLINIC,25D LORONG LIPUT,,SINGAPORE,277735
202427,COMPASSVALE 297A MEDICAL CLINIC- DR GOH YEW PING,BLOCK 297A COMPASSVALE ST,#01-36,SINGAPORE,547297
202428,PARKWAY SHENTON PTE LTD,1000 TOA PAYOH NORTH,#07-00 ANNEXE BLOCK,SINGAPORE,318994
202430,SILVER CROSS HEALTHCARE PTE LTD,3 CHEONG CHIN NAM RD.,SINGAPORE,SINGAPORE,599728
202432,MUTUAL HEALTHCARE PTE LTD,319B ANCHORVALE DRIVE,#01-92 ( ALL ORDERS ON TERM NO COD),SINGAPORE,542319
202440,MEI LING CLINIC - TOA PAYOH,BLOCK 500 LORONG 6 TOA PAYOH,#04-33 BIS ONE HDB HUB,SINGAPORE,310500
202444,RAFFLES MEDICAL GROUP-CHOA CHU KANG,21 CHOA CHU KANG AVENUE 4,#B1-07A LOT ONE SHOPPERS' MALL,SINGAPORE,689812
202449,FRONTIER MEDICAL ASSOCIATES (YISHUN)P/L,BLOCK 654 YISHUN AVENUE 4,#01-437,SINGAPORE,760654
202458,THE HEART CLINIC- DR KOH SIAM SOON PHILIP,3 MOUNT ELIZABETH,#13-15 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202460,DR VALENTIN LOW AESTHETIC & LASER CLINIC,290 ORCHARD RD.,#08-03 PARAGON,SINGAPORE,238859
202464,CENTRAL CLINIC 24-HR CLINIC(HOUGANG C/O CMI HEALTH,BLOCK 681 HOUGANG AVENUE 8,#01-831CENTRAMED INTERN,SINGAPORE,530681
202470,KW CHAN MEDICAL P/L- DR CHAN KOK WENG,77 UPPER EAST COAST RD.,#01-10 SIGLAP V,SINGAPORE,458278
202479,BANYAN CLINIC @ JW- DR ZURAIMI BIN MOHAMED,BLOCK 502 JURONG WEST AVENUE 1,#01-817,SINGAPORE,640502
202486,DR GRACE P/L C/O BISHAN GRACE CLINIC,BLOCK 150 BISHAN ST. 11,#01-151,SINGAPORE,570150
202489,PARKWAY SHENTON PTE LTD,11 COLLYER QUAY,#19-01 THE ARCADE,SINGAPORE,049317
202493,MW MEDICAL P/L - DR CHEW HIM LIM,6 SIN MING RD.,#02-09 CHINA SQUARE CENTRAL,SINGAPORE,048423
202496,TAY KHOON HEAN SURGERY P/L- DR TAY KHOON HEAN,6 NAPIER RD.,#08-02 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202499,THE SLOANE CLINIC/MAXGLOBE PTE LTD,30 RAFFLES PLACE,#03-01 CHEVRON HOUSE,SINGAPORE,048622
202503,PARKWAY SHENTON PTE LTD,20 BENDEMEER RD.,#01-02/06 CYBERHUB,SINGAPORE,339914
202518,ELIZABETH AU ONCOLOGY PTE LTD,3 MOUNT ELIZABETH,#11-01 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202541,EL SHADDAI ARTHRITIS & RHEUMATISM SPECIALIST MEDIC,102 TOWNER RD.,#01-258,SINGAPORE,322102
202546,THE FLAME TREE MEDICAL CTR. PTE LTD,225 UPPER THOMSON RD.,,SINGAPORE,574357
202550,MISSION MEDICAL CLINIC- DR LEONG CHOON KIT,780 UPPER SERANGOON RD.,#01-01 ( CLINIC CLOSED EVERY FRIDAY),SINGAPORE,534649
202551,MINMED GROUP PTE LTD C/O MINMED CLINIC(PASIR RIS),1 PASIR RIS CENTRAL ST. 3,#05-09 WHITE SANDS,SINGAPORE,518457
202553,DRS BAIN & PARTNER LLP,1 HARBOURFRONT AVENUE,#07-06 KEPPEL BAY TOWER,SINGAPORE,098632
202555,BERNADETTE YVONNE SOONG CLINIC FOR WOMEN P/L,339 THOMSON RD.,#04-07 THOMSON MEDICAL CENTRE,SINGAPORE,307577
202561,BALESTIER CLINIC & HEALTH SCREENING CTR P/L,221 BALESTIER RD.,#03-04 ROCCA BALESTIER,SINGAPORE,329928
202576,S C NG'S O & G CLINIC PTE LTD C/O O & G PARTNERS C,6A NAPIER RD.,#03-32 GLENEAGLES HOSPITAL(ANNEX BLOCK),SINGAPORE,258500
202578,DAWSON PLACE CLINIC- DR CHAN HIAN KIANG,BLOCK 57 DAWSON RD.,#02-03 DAWSON PLACE,SINGAPORE,142057
202579,WOMEN'S SPECIALIST ASSOCIATES P/L,MOUNT ELIZABETH MEDICAL CENTRE,#14-07/08 MOUNT ELIZABETH,SINGAPORE,228510
202586,ALFRED CHENG CARDIAC CARE PTE LTD,3 MOUNT ELIZABETH,#15-15 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202589,BEH'S CLINIC FOR WOMEN PTE LTD,339 THOMSON RD.,#05-03 THOMSON MEDICAL CENTRE,SINGAPORE,307677
202590,CTR FOR ORTHOPAEDICS AND HIP AND KNEE SURGERY,38 IRRAWADDY ROAD,MOUNT ELIZABETH NOVENA SPECIALIST CTR,SINGAPORE,329563
202594,SEOW-CHOEN COLORECTAL SURGERY P/L,290 ORCHARD RD.,#06-06 PARAGON,SINGAPORE,238859
202595,"LOH KEH CHUAN DIABETES, THYROID & HORMONE CLINIC",3 MOUNT ELIZABETH,#10-05 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202598,"SEED OF LIFE,FERTILITY & WOMEN'S CARE MEDICAL CENT",38 IRRAWADDY ROAD,#06-41 MT E NOVENA SPECIALIST CTR,SINGAPORE,329563
202612,EYE CLINIC SINGAPORE INTERNATIONAL P/L-DR LAW NGAI,BLOCK 463 JURONG ST. 41,#01-576,SINGAPORE,640463
202622,SILVER CROSS HEALTHCARE PTE LTD,BLOCK 308 ANCHORVALE RD.,#01-03 MULTI STOREY CAR PARK,SINGAPORE,540308
202623,STEPHEN CHEW CTR FOR KIDNEY DISEASE & HYPERTENS,3 MOUNT ELIZABETH,#13-05 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202626,STEPHEN CHEW CTR FOR KIDNEY DISEASE & HYPERTENS,820 THOMSON RD.,#05-53 MT ALVERNIA MEDICAL CTR(BLK D),SINGAPORE,574623
202638,A COMPANY FOR WOMEN O & G PTE LTD,1 ORCHARD BOULEVARD,#03-05/06 CAMDEN MEDICAL CTR.,SINGAPORE,248649
202650,CORPORATION CLINIC (CHOA CHU KANG)- DR QUEK PENG,BLOCK 253 CHOA CHU KANG AVENUE 1,#01-21,SINGAPORE,680253
202651,ONG CLINIC & SURGERY P/L- DR ONG LUE ENG,BLOCK 265 BUKIT BATOK EAST AVE 4,#01-387,SINGAPORE,650265
202652,HEALTHWAY MEDICAL GROUP PTE LTD C/O BOON LAY CORPO,BLOCK 350 JURONG EAST AVENUE 1,#01-1225,SINGAPORE,600350
202656,XINHUO MEDICAL CLINIC- DR LIAO XINHUO,329 GEYLANG RD.,( ALL ORDERS BY GIRO),SINGAPORE,389384
202658,JANE & LEE SEMBAWANG FAMILY CLINIC- DR JANE YONG,BLOCK 483 ADMIRALTY LINK,#01-23,SINGAPORE,750483
202659,JW CORPORATION CLINIC P/L- DR TAN BEE LEE,BLOCK 507 JURONG WEST ST. 52,#01-156,SINGAPORE,640507
202660,IM MEDICAL SPECIALIST P/L- DR LIM POH HENG,80 MARINE PARADE RD.,#05-13 PARKWAY PARADE,SINGAPORE,449269
202661,NG TAY MENG GASTROINTESTINAL AND LIVER CLINIC,6 NAPIER RD.,#08-01 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202665,DR TAN CHEE ENG & COMPANY PTE LTD C/O DR TAN CHEE,6 NAPIER RD.,#04-02 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202667,CHARLES CHAN HEART CLINIC PTE LTD,6 NAPIER RD. SUITE 02-02,GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202668,NU.U AESTHETICS & WELLNESS CLINIC,290 ORCHARD RD.,#09-18/19 PARAGON MEDICAL SUITES,SINGAPORE,238859
202669,SHANKAR SURGERY,6 NAPIER RD.,#02-03 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202670,RUTH KAM HEART AND ARRHYTHMIA CLINIC- DR RUTH KAM,3 MOUNT ELIZABETH,#14-10 PARAGON,SINGAPORE,238859
202672,COSMAS CHEN GENERAL SURGERY & VASCULAR CTR P/L,820 THOMSON ROAD,#06-54 MT ALVERNIA MEDICAL CTR D,SINGAPORE,574623
202683,UNITED VISION HOLDINGS P/L HEALTHMARK PIONEER MALL,C/O HEALTHMARK PIONEER MALL CLINIC,638 JURONG WEST ST 61 #02-08 PIONEERMALL,SINGAPORE,640638
202684,LEONARD KOH CLINIC PTE LTD C/O LEONARD KOH DIABETE,6 NAPIER RD.,#04-12 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202692,KH MAK HEART CLINIC P/L- DR MAK KOON HOU,6 NAPIER RD.,#08-13 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202693,HEALTHWERKZ MEDICAL CENTRE@ SEMB MRT,11 CANBERRA RD.,#01-09 SEMBAWANG MRT STATION,SINGAPORE,759775
202696,PARKWAY SHENTON P/L C/O SHENTON MEDICAL GRP,333 ORCHARD RD.,#06-01 MANDARIN ORCHARD(ORCHARD WING),SINGAPORE,238867
202703,THE MEDICAL PRACTICE PTE LTD,1 RAFFLES LINK,#01-03A,SINGAPORE,039393
202812,MISSION (BKT BATOK) MEDICAL CLINIC,395A BUKIT BATOK WEST AVENUE 5,#03-02,SINGAPORE,651395
202815,KARRI PTE LTD,BLOCK 866A TAMPINES ST. 83,#03-05,SINGAPORE,520866
202819,RAFFLES MEDICAL GROUP-HARBOUR FRONT,1 MARITIME SQUARE,#03-56 THE HARBOUR FRONT,SINGAPORE,099253
202829,E MEDICAL CLINIC & SURGERY- DR DARRYL CHEW CHEE,BLOCK 639 BUKIT BATOK CENTRAL,#01-34S,SINGAPORE,650639
202837,PANASIA SURGERY PTE LTD,3 MOUNT ELIZABETH,#11-13/14/15 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202841,KC ONG CHEST & MEDICAL CLINIC- DR ONG KIAN CHUNG,3 MOUNT ELIZABETH,#12-03 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202842,SENJA FAMILY CLINIC,BLOCK 609 BUKIT PANJANG RING RD.,#B1-908,SINGAPORE,670609
202844,UNITED VISION HOLDINGS PTE LTD,C/O HEALTHMARK FAMILY MEDICINE,BLOCK 601 CHOA CHU KANG STREET 62 #01-09,SINGAPORE,680601
202846,CORIUM PTE LTD C/O DERMATOLOGY ASSOCIATES PTE LTD,290 ORCHARD RD.,#15-05/06 PARAGON,SINGAPORE,238859
202848,W.LUMAN DIGESTIVE AND LIVER CLINIC,3 MOUNT ELIZABETH,#09-01 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
202850,AGE-LINK SPECIALIST CLINIC FOR OLDER PERSONS,3 MOUNT ELIZABETH,#17-16 MOUNT ELIZABETH MEDICAL CENT,SINGAPORE,228510
202853,"KEVIN TAN CLINIC FOR DIABETES,THYRO ID AND HORMONE",3 MOUNT ELIZABETH,#13-07 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202859,THE FAMILY CLINIC @ TOWNER- DR JITENDRA K SEN,BLOCK 101 TOWNER RD.,#01-202,SINGAPORE,322101
202861,DR ADRIAN WANG PSYCHIATRIC AND COUNSELLING CARE,6 NAPIER RD.,#10-05 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202871,HEALTHWAY COMPASSVALE CLINIC C/O HEALTHWAY MEDICAL,BLOCK 267 COMPASSVALE LINK,#01-04,SINGAPORE,540267
202873,KS NG CARDIOLOGY PTE LTD C/O HEART & ARRHYTHMIA SP,6 NAPIER ROAD,#03-04 GLENEAGLES MEDICAL CTR,SINGAPORE,258499
202876,PARKWAY SHENTON P/L - HARBOURFRONT,1 HARBOURFRONT PLACE,#01-04 HARBOURFRONT TOWER ONE,SINGAPORE,098633
202878,CITYHEALTH CLINIC & SURGERY-DR HO C/O CITYHEALTH C,152 BEACH RD.,#03-08 THE GATEWAY EAST,SINGAPORE,189721
202885,THE PAIN SPECIALIST- DR YEO SOW NAM,3 MOUNT ELIZABETH,#12-15 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
202887,HEAH ENDOSCOPY & PILES CTR (BKT BATOK),BLOCK 644 BUKIT BATOK CENTRAL,#01-70 (2ND STOREY),SINGAPORE,650644
202924,NORTHEAST(SIMEI)MEDICAL CTR. P/L C/O NORTHEAST MED,30 SIMEI ST. 3,#02-01 SIMEI MRT STATION,SINGAPORE,529888
202925,HEALTHWAY MEDICAL GROUP PTE LTD,BLOCK 101 YISHUN AVENUE 5,#01-15,SINGAPORE,760101
202928,TRINITY MEDICAL & AESTHETIC CLINIC P/L,BLOCK 151 SIMEI ST. 1,#01-33,SINGAPORE,520151
202930,HEALTHWAY PUNGGOL CLINIC,168 PUNGGOL FIELD,#02-07A,SINGAPORE,820168
202932,PACIFIC HEALTHCARE SPECIALIST CTR.,290 ORCHARD RD.,#19-01 PARAGON,SINGAPORE,238859
202934,FRONTIER MEDICAL PTE LTD,BLOCK 528 BUKIT BATOK ST 51,#01-64,SINGAPORE,650528
202935,PROVIDENCE MEDICAL CTR. PTE LTD,8 CROSS ST.,#01-03 PWC BUILDING,SINGAPORE,048424
202939,FONES CLINIC C/O PSYMED CONSULTANTS PTE LTD,6 NAPIER RD.,#04-11 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202941,ASIA HEALTHPARTNERS PTE LTD,304 ORCHARD RD.,#05-06 LUCKY PLAZA,SINGAPORE,238863
202944,CLINIC FOR LIVER & DIGESTIVE DISORDERS P/L,820 THOMSON RD.,#02-08 MT ALVERNIA MEDICAL CTR(BLOCK A),SINGAPORE,574623
202951,LUSUMU FAMILY CLINIC- DR SEAH CHIEW WAN,BLOCK 530 BEDOK NORTH ST. 3,#01-638,SINGAPORE,460530
202955,HEALTHWAY MEDICAL CLINIC - AMK,BLOCK 721 ANG MO KIO AVENUE 8,#01-2801,SINGAPORE,560721
202957,RAFFLES MEDICAL GRP LTD-TAMPINESONE,10 TAMPINES CENTRAL 1,#03-28 TAMPINES 1,SINGAPORE,529536
202958,BEDOK DAY & NIGHT CLINIC- DR WONG CHOO WAI,BLOCK 418 BEDOK NORTH AVENUE 2,#01-85,SINGAPORE,460418
202962,PETER ENG ENDOCRINE CLINIC PTE LTD,3 MOUNT ELIZABETH,#10-07 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202967,PARKWAY SHENTON PTE LTD,47 JALAN BUROH,#07-03 SINGAPORE COMMODITY HUB (DKSH),SINGAPORE,619491
202970,"TAN YONG SENG HEART, LUNG & VASCULAR SURGERY P/L",6 NAPIER ROAD,#08-09 GLENEAGLES MEDICAL CENTRE,SINGAPORE,259499
202973,JOHN CHIAM MEDICAL CLINIC,BLOCK 21 GHIM MOH RD.,#01-145,SINGAPORE,270021
202977,"ALLERGY, ARTHRITIS & RHEUMATISM CLINIC P/L",6 NAPIER RD.,#14-13 CONNEXION,SINGAPORE,258499
202978,CHUATJUSIANG GASTROINTESTINALENDO- SCOPY&LIVERCLIN,3 MOUNT ELIZABETH,#10-07 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202989,PARKWAY SHENTON P/L (REPUBLIC PLAZA II LEVEL2),9 RAFFLES PLACE,#02-22 REPUBLIC PLAZA II,SINGAPORE,048619
202990,SHENTON FAMILY MEDICAL CLINIC (YISHUN),BLOCK 160 YISHUN ST. 11,#01-200,SINGAPORE,760160
202991,ORCHARD HEART SPECIALIST PTE LTD,3 MOUNT ELIZABETH,#06-06 MT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
202992,SIOW NEUROLOGY HEADACHE AND PAINCTR,820 THOMSON RD.,#08-59 MT ALVERNIA HOSPITAL MED CTR D,SINGAPORE,574623
203014,MEMBER OF SOC-SOC CLINIC@GLENEAGLES,6 NAPIER RD.,#05-11/12 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
203021,THE SINGAPORE CLINIC FOR KIDNEY DISEASES P/L,3 MOUNT ELIZABETH,#08-01 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203023,RAFFLES JAPANESE CLINIC PTE LTD,177C RIVER VALLEY RD.,#02-10 LIANG COURT SHOPPING CENTRE,SINGAPORE,179030
203024,RAFFLES JAPANESE CLINIC PTE LTD C/O RAFFLES HOSPIT,585 NORTH BRIDGE RD.,#12-00 RAFFLES HOSPITAL,SINGAPORE,188770
203026,PARKWAY SHENTON PTE LTD,1 RAFFLES QUAY,#09-02 ONE RAFFLES QUAY(NORTH TOWER),SINGAPORE,048583
203028,CARDIOLOGY ASSOCIATES P/L- DR LIM YEAN TENG,3 MOUNT ELIZABETH,#06-08 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203031,HEALTHWAY WEST COAST CLINIC,BLOCK 727 CLEMENTI WEST ST. 2,#01-258,SINGAPORE,120727
203042,KO & KO SPECIALISTS PTE LTD,820 THOMSON RD.,#06-02 MT ALVERNIA MEDICAL CTR(BLOCK A),SINGAPORE,574623
203043,SINGAPORE NEUROLOGY & SLEEP CTR.,6 NAPIER RD.,#04-19 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
203045,LIFELINE HEART CTR.,3 MOUNT ELIZABETH,#15-08 CONNEXION,SINGAPORE,228510
203051,VICTOR'S FAMILY CLINIC,BLOCK 168 LORONG 1 TOA PAYOH,#01-1032,SINGAPORE,310168
203053,CMS MEDICALS PTE LTD,61 UBI AVE 1,#04-03 UB POINT,SINGAPORE,408941
203055,AGE-LINK SPECIALIST CLINIC FOR OLDER PERSONS,38 IRRAWADDY RD.,#06-21 MT ELIZABETH NOVENA SPEC CTR,SINGAPORE,329563
203061,ONCOCARE MEDICAL P/L C/O ONCOCARE CANCER CTR,SPECIALISTS PTE LTD,6 NAPIER RD #02-17-19 GLENEAGLES MED CTR,SINGAPORE,258499
203065,ICON MEDICAL CLINIC,BLOCK 517 JURONG WEST ST. 52,#01-101,SINGAPORE,640517
203072,ERIC GAN SURGERY,38 IRRAWADDY RD.,#06-55 MT E. NOVENA SPECIALIST CTR,SINGAPORE,329563
203077,HEAH COLORECTAL ENDOSCOPY AND PILES CTR,3 MOUNT ELIZABETH #12-06,MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
203078,DRS CHUA & PARTNERS(AV) P/LC/O DR KEVIN CHUA MEDIC,360 ORCHARD ROAD,#03-05 INTERNATIONAL BUILDING,SINGAPORE,238869
203084,THE COLORECTAL CLINIC PTE LTD,38 IRRAWADDY RD.,#06-37 MT E. NOVENA SPECIALIST CTR,SINGAPORE,329563
203096,CAPITAL MEDICAL CENTRE DR KYAM NAING,111 NORTH BRIDGE RD.,#05-18 PENINSULA PLAZA,SINGAPORE,179098
203101,RAFFLES JAPANESE CLINIC PTE LTD,1 SCOTTS ROAD,#05-1 TO 11 SHAW CENTRE,SINGAPORE,228208
203105,ERS HOLDINGS P/L C/O EYE & RETINA SURGEONS,1 ORCHARD BOULEVARD,#13-03/04/05 CAMDEN MEDICAL CTR.,SINGAPORE,248649
203109,GYNAEMD WOMEN'S & REJUVENATION CLINIC,1 ORCHARD BOULEVARD,#04-03A CAMDEN MEDICAL CTR.,SINGAPORE,248649
203112,NOVENA PSYCHIATRY CLINIC,10 SINARAN DRIVE,#10-21 NOVENA MEDICAL CENTER,SINGAPORE,307506
203115,TCI CARDIOLOGY PTE LTD C/O NOVENA HEART CTR.,38 IRRAWADDY ROAD,#09-05 NOVENA MEDICAL CENTER,SINGAPORE,329563
203132,RAFFLES MEDICAL GROUP LTD (65 AIRPORT BOULEVARD T3,B2-M5-15 65 AIRPORT BOULEVARD,TERMINAL 3,SINGAPORE,819663
203146,HC CHANG ORTHOPAEDIC SURGERY P/L,6 NAPIER RD.,#04-05 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
203149,RAFFLES MEDICAL GRP- RAFFLES MEDICAL EXECUTIVE,585 NORTH BRIDGE RD.,#12-00 RAFFLES HOSPITAL,SINGAPORE,188770
203161,ZAM FAMILY CLINIC,BLOCK 516 CHOA CHU KANG ST. 51,#01-66,SINGAPORE,680516
203167,PARKWAY SHENTON PTE LTD C/O SHENTON WELLNESS CENTR,460 ALEXANDRA ROAD,#02-15 PSA BUILDING(ALEXANDRA RETAIL C ),SINGAPORE,119963
203190,MY FAMILY CLINIC (TPY) PTE LTD,BLOCK 79D TOA PAYOH CENTRAL,#01-53 ( CLINIC OPEN 8.30AM TO 2.00PM),SINGAPORE,314079
203191,THE PAIN RELIEF CLINIC PTE LTD,350 ORCHARD RD.,#08-00 SHAW HOUSE,SINGAPORE,238868
203196,PROHEALTH MEDICAL GROUP @ BUANGKOK P/L,BLOCK 275D COMPASSVALE LINK,#01-01 (UNIT 12),SINGAPORE,544275
203199,PHILIP ENG RESPIRATORY & MEDICAL CLINIC,3 MOUNT ELIZABETH,#14-14 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203207,"DR WARREN LEE'S PAEDIATRICS, GROWTH & DIABETES CTR",PTE LTD,1 ORCHARD BOULEVARD #02-06 CAMDEN MEDCTR,SINGAPORE,248649
203210,NY WONG SURGERY,3 MOUNT ELIZABETH,#09-02 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203212,SINGAPORE PAINCARE CENTER,290 ORCHARD RD.,#18-03 PARAGON,SINGAPORE,238859
203217,CANCER CTR. PTE LTD,290 ORCHARD RD.,#17-05/06 PARAGONSMG,SINGAPORE,238859
203239,UNITED SPECIALIST CTR. PTE LTD,10 SINARAN DRIVE,#09-07 SQUARE 2 NOVENA MEDICAL CENTER,SINGAPORE,307506
203241,SH TAN KIDNEY AND MEDICAL CLINICP/L,6 NAPIER RD.,#07-18 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
203244,SOON DIABETES THYROID AND ENDOCRINOLOGY CLINIC,10 SINARAN DRIVE,"#10-08 NOVENA MEDICAL CENTER, SQUARE 2",SINGAPORE,307506
203248,THE S'PORE GASTROENTEROLOGY & LIVER INTERNIST CTR,6A NAPIER RD.,#03-37 GLENEAGLES HOSPITAL ANNEXE BLOCK,SINGAPORE,258500
203250,ASIAN HEART & VASCULAR CTR. PTE LTD,6A NAPIER RD.,#04-13 GLENEAGLES MEDICAL CTR.,SINGAPORE,258500
203258,SINGAPORE MEDICAL SPECIALISTS CTR P/L,290 ORCHARD RD.,"#09-23 TO 27, 30/31 PARAGON",SINGAPORE,238859
203270,THOMSON WOMEN CANCER CTR. PTE LTD,10 SINARAN DRIVE,#09-15/16 SQUARE 2 NOVENA MEDICAL CENTER,SINGAPORE,307506
203275,CLOVER MEDICAL CLINIC PTE LTD,21 CHOA CHU KANG NORTH 6,#B1-25 YEW TEE POINT,SINGAPORE,689578
203280,RAFFLES MEDICAL GRP LTD- SEMBAWANG WAY,BLOCK 355 SEMBAWANG WAY,#01-06,SINGAPORE,750355
203286,SEMBAWANG MART MEDICAL CENTRE,511 CANBERRA RD.,#02-02A ( PLS USE CORP-C ALL ORDERS),SINGAPORE,750511
203345,LEE FAMILY CLINIC PTE LTD,BLOCK 762 JURONG WEST ST. 75,#02-262 GEK POH SHOPPING CTR.,SINGAPORE,640762
203346,HEART PARTNERS PTE LTD,6 NAPIER RD.,#03-09 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
203353,RAFFLES MEDICAL GROUP LTD-SIXTH AVE,10E SIXTH AVENUE,#01-03,SINGAPORE,276474
203369,DR YEOH SWEE CHOO P/L C/O THE OBSTETRICS AND,DR YEOH SWEE CHOO PTE LTD,3 MT E. #13-13 MT E. MEDICAL CTR,SINGAPORE,228510
203372,HEALTHWAY MEDICAL CLINIC- HOLLAND DRIVE,BLOCK 41 HOLLAND DRIVE,#01-07,SINGAPORE,270041
203374,RAFFLES MEDICAL GRP LTD- CHANGI BUSINESS PARK,1 CHANGI BUSINESS PARK CRESCENT,#01-11 PLAZA 8,SINGAPORE,486025
203376,"DRS KOO, FOK & ASSOCIATES (PIONEER)P/L",31 JURONG WEST ST 63,#02-04,SINGAPORE,648310
203382,HEALTHBRIDGE FAMILY CLINIC,11 RIVERVALE CRESCENT,#02-16 RIVERVALE MALL,SINGAPORE,545082
203384,CLINIC @ THE SAIL,2 MARINA BOULEVARD,#B1-11/12 THE SAIL @ MARINA BAY,SINGAPORE,018987
203387,JADE MEDICAL CLINIC PTE LTD,8?EU?TONG?SEN?ST.,#13-99 THE CENTRAL OFFICE TOWER 1,SINGAPORE,059818
203388,THE PSYCOLOGICAL WELLNESS CTR.,290 ORCHARD RD.,#18-03 PARAGON,SINGAPORE,329565
203389,PRISTINE MEDICAL CLINIC,BLOCK 463 JURONG WEST ST. 41,#01-582,SINGAPORE,640463
203393,NOBEL HEART CTR.,820 THOMSON RD.,#01-03 MT ALVERNIA HOSPITAL,SINGAPORE,574623
203394,NOBEL PSYCHOLOGICAL WELLNESS CLINIC,BLOCK 452 ANG MO KIO AVENUE 10,#01-1773,SINGAPORE,560452
203395,PROHEALTH MEDICAL GROUP @ FERNVALE P/L,33 SENGKANG WEST AVENUE,#B1-18 THE SELETAR MALL,SINGAPORE,797653
203403,ORTHOPAEDICS INTERNATIONAL,6A NAPIER RD.,#02-42 GLENEAGLES HOSPITAL(ANNEXE BLOCK),SINGAPORE,258500
203405,MEDLIFE CLINIC & SURGERY PTE LTD,BLOCK 684 HOUGANG AVENUE 8,#01-985,SINGAPORE,530684
203406,INTERNATIONAL CHILD & ADOLESCENT CLINIC (ICAC),6A NAPIER RD.,#02-43/44 GLENEAGLES HOSP(ANNEXE BLK),SINGAPORE,258500
203408,DUBLIN CLINIC PTE LTD,BLOCK 109 CLEMENTI ST. 11,#01-25,SINGAPORE,120109
203411,NOVENA CHILDREN CLINIC PTE LTD,10 SINARAN DRIVE,#10-32 NOVENA MEDICAL CENTER,SINGAPORE,307506
203418,INTERNATIONAL CHILD & ADOLESCENT CLINIC,ICAC SPECIALIST PTE LTD MT ALVERNIA,820 THOMSON RD #08-56/57 (MEDICAL CTR D),SINGAPORE,574623
203419,BS OOI COLORECTAL SURGERY PTE LTD,3 MOUNT ELIZABETH,#14-02 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203424,ROGER KIDNEY CLINIC,6 NAPIER RD.,#10-06 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
203432,"ANDREA'S DIGESTIVE, COLON, LIVER & GALLBLADDER CLI",CLINIC PTE LTD,3 MT E. #12-10 MT E. HOSPITAL,SINGAPORE,329565
203437,NOBEL PSYCHOLOGICAL WELLNESS CENTRE,10 SINARAN DRIVE,#09-35 NOVENA MEDICAL CENTER,SINGAPORE,307506
203438,ONEDOCTORS (AMK) PTE LTD,BLOCK 710 ANG MO KIO AVENUE 8,#01-2613,SINGAPORE,560710
203452,CLINIC @ COSTA,84 BAYSHORE RD.,#01-36 COSTA DEL SOL,SINGAPORE,469994
203453,THE CLINIC @ ONE GEORGE STREET,ONE GEORGE ST,#05-05 (LOBBY C),SINGAPORE,049145
203455,SHENTON FAMILY MEDICAL CLINIC (AMK),BLOCK 728 ANG MO KIO AVENUE 6,#01-4208,SINGAPORE,560728
